47 b5 6 5
48 b5 6 5
48 r 3 1
48 b8 4 3
48 b3 4 1
50 b1 1 1
50 b2 2 1
50 b6 1 4
50 b7 2 5
50 b8 4 4
50 b9 5 4
50 b10 1 6
50 b11 3 6
48 b12 2 3
48 b4 5 5
49 b4 5 5
49 b12 2 3
51 b12 4 3
51 b11 3 6
51 b10 1 6
51 b9 5 4
51 b8 4 4
51 b7 2 5
51 b6 1 4
51 b2 2 1
51 b1 1 1
49 b3 4 1
49 r 3 1
49 b5 6 5
50 b5 6 5
50 r 3 1
50 b12 3 3
50 b3 4 1
52 b1 1 1
52 b2 2 1
52 b6 1 4
52 b7 2 5
52 b8 4 4
52 b9 5 4
52 b10 1 6
52 b11 3 6
50 b4 5 5
51 b4 5 5
53 b11 3 6
53 b10 1 6
53 b9 5 4
53 b7 2 5
53 b6 1 4
53 b2 2 1
53 b1 1 1
51 b3 4 1
51 r 3 1
51 b5 6 5
52 b5 6 5
52 r 3 1
52 b3 4 1
52 b12 5 3
54 b1 1 1
54 b2 2 1
54 b6 1 4
54 b7 2 5
54 b9 5 4
54 b10 1 6
54 b11 3 6
52 b4 5 5
53 b4 5 5
55 b11 3 6
55 b10 1 6
55 b7 2 5
55 b6 1 4
55 b2 2 1
55 b1 1 1
53 b12 5 3
53 b3 4 1
53 b8 4 3
53 r 3 1
53 b5 6 5
54 b5 6 5
54 r 3 1
54 b3 4 1
54 b12 5 3
56 b1 1 1
56 b2 2 1
56 b6 1 4
56 b7 2 5
56 b10 1 6
56 b11 3 6
54 b8 4 2
54 b4 5 5
55 b4 5 5
55 b8 4 2
57 b11 3 6
57 b10 1 6
57 b7 2 5
57 b6 1 4
57 b2 2 1
57 b1 1 1
55 b12 5 3
55 b3 4 1
55 b9 4 4
55 r 3 1
55 b5 6 5
56 b5 6 5
56 r 3 1
56 b3 4 1
56 b12 5 3
58 b1 1 1
58 b2 2 1
58 b6 1 4
58 b7 2 5
58 b10 1 6
56 b9 3 4
56 b8 4 2
56 b4 5 5
57 b8 4 2
57 b9 3 4
59 b7 2 5
59 b6 1 4
59 b2 2 1
59 b1 1 1
57 b12 5 3
57 b3 4 1
57 r 3 1
57 b5 6 5
57 b4 5 4
58 b4 5 4
58 b5 6 5
58 r 3 1
58 b3 4 1
58 b11 4 6
58 b12 5 3
60 r 3 2
60 b1 1 1
60 b2 2 1
60 b6 1 4
60 b7 2 5
58 b9 3 4
58 b8 4 2
59 b8 4 2
59 b9 3 4
61 b7 2 5
61 b6 1 4
61 b3 3 1
61 b2 2 1
61 b1 1 1
61 r 3 2
59 b12 5 3
59 b11 4 6
59 b10 2 6
59 b3 4 1
59 r 3 1
59 b5 6 5
59 b4 5 4
60 b4 5 4
60 b5 6 5
60 b3 4 1
60 b10 2 6
60 b11 4 6
60 b12 5 3
62 r 3 2
62 b1 1 1
62 b3 3 1
62 b6 1 4
62 b7 2 5
60 b9 3 4
60 b8 4 2
61 b8 4 2
61 b9 3 4
63 b7 2 5
63 b3 3 1
63 b1 1 1
63 r 3 2
61 b12 5 3
61 b11 4 6
61 b10 2 6
61 b5 6 5
61 b4 5 4
62 b4 5 4
62 b5 6 5
62 b2 2 2
62 b10 2 6
62 b11 4 6
62 b12 5 3
64 r 3 2
64 b1 1 1
64 b7 2 5
62 b9 3 4
62 b8 4 2
63 b8 4 2
63 b9 3 4
65 b7 2 5
65 r 3 2
63 b12 5 3
63 b11 4 6
63 b10 2 6
63 b6 1 5
63 b2 2 2
63 b5 6 5
63 b4 5 4
64 b4 5 4
64 b5 6 5
64 b2 2 2
64 b6 1 5
64 b3 2 1
64 b10 2 6
64 b11 4 6
64 b12 5 3
66 r 3 2
66 b7 2 5
64 b9 3 4
64 b8 4 2
65 b8 4 2
65 b9 3 4
67 b7 2 5
65 b12 5 3
65 b11 4 6
65 b10 2 6
65 b3 2 1
65 b6 1 5
65 b2 2 2
65 b1 1 2
65 b5 6 5
65 b4 5 4
66 b4 5 4
66 b5 6 5
66 b1 1 2
66 b2 2 2
66 b6 1 5
66 b10 2 6
66 b11 4 6
66 b12 5 3
68 b7 2 5
66 b3 1 1
66 b9 3 4
66 b8 4 2
67 b8 4 2
67 b9 3 4
67 b3 1 1
69 b12 4 3
69 b7 2 5
67 b12 5 3
67 b11 4 6
67 b10 2 6
67 r 3 1
67 b6 1 5
67 b2 2 2
67 b1 1 2
67 b5 6 5
67 b4 5 4
68 b4 5 4
68 b5 6 5
68 b8 4 1
68 b1 1 2
68 b2 2 2
68 b6 1 5
68 r 3 1
68 b10 2 6
68 b11 4 6
68 b12 5 3
70 b7 2 5
68 b3 1 1
68 b9 3 4
69 b9 3 4
69 b3 1 1
71 b7 2 5
69 b11 4 6
69 b10 2 6
69 r 3 1
69 b6 1 5
69 b2 2 2
69 b1 1 2
69 b8 4 1
69 b5 6 5
69 b4 5 4
70 b4 5 4
70 b5 6 5
70 b8 4 1
70 b1 1 2
70 b2 2 2
70 b6 1 5
70 r 3 1
70 b12 3 3
70 b10 2 6
70 b11 4 6
72 b7 2 5
70 b3 1 1
70 b9 3 4
71 b4 5 3
71 b9 3 4
71 b3 1 1
71 b11 4 6
71 b10 2 6
71 b12 3 3
71 r 3 1
71 b6 1 5
71 b2 2 2
71 b1 1 2
71 b8 4 1
71 b5 6 5
72 b5 6 5
72 b8 4 1
72 b1 1 2
72 b2 2 2
72 b4 5 2
72 b6 1 5
72 r 3 1
72 b12 3 3
72 b10 2 6
72 b11 4 6
74 b4 5 1
72 b3 1 1
72 b9 3 4
73 b9 3 4
73 b3 1 1
75 b12 4 3
75 b4 5 1
73 b11 4 6
73 b10 2 6
73 b7 3 5
73 b12 3 3
73 r 3 1
73 b6 1 5
73 b4 5 2
73 b2 2 2
73 b1 1 2
73 b8 4 1
73 b5 6 5
74 b5 6 5
74 b8 4 1
74 b1 1 2
74 b2 2 2
74 b6 1 5
74 r 3 1
74 b12 3 3
74 b7 3 5
74 b10 2 6
74 b11 4 6
76 r 3 2
76 b4 5 1
76 b12 4 3
74 b3 1 1
74 b9 3 4
75 b9 3 4
75 b3 1 1
77 b12 4 3
77 b4 5 1
77 r 3 2
75 b11 4 6
75 b10 2 6
75 b7 3 5
75 r 3 1
75 b6 1 5
75 b2 2 2
75 b1 1 2
75 b8 4 1
75 b5 6 5
76 b5 6 5
76 b8 4 1
76 b1 1 2
76 b2 2 2
76 b6 1 5
76 b7 3 5
76 b10 2 6
76 b11 4 6
78 r 3 2
78 b4 5 1
78 b12 4 3
76 b3 1 1
76 b9 3 4
77 b3 1 1
79 b12 4 3
79 b4 5 1
77 b11 4 6
77 b10 2 6
77 b7 3 5
77 b9 4 4
77 b6 1 5
77 b2 2 2
77 b1 1 2
77 b8 4 1
77 b5 6 5
78 b5 6 5
78 b8 4 1
78 b1 1 2
78 b2 2 2
78 b6 1 5
78 b3 2 1
78 b9 4 4
78 b7 3 5
78 b10 2 6
78 b11 4 6
80 b1 1 1
80 b4 5 1
80 b12 4 3
81 b12 4 3
81 b6 1 4
81 b4 5 1
81 b1 1 1
79 b11 4 6
79 b10 2 6
79 b7 3 5
79 b9 4 4
79 b3 2 1
79 b6 1 5
79 b2 2 2
79 b1 1 2
79 r 3 3
79 b8 4 1
79 b5 6 5
80 b5 6 5
80 b8 4 1
80 r 3 3
80 b2 2 2
80 b6 1 5
80 b3 2 1
80 b9 4 4
80 b7 3 5
80 b10 2 6
80 b11 4 6
82 b1 1 1
82 b4 5 1
82 b6 1 4
82 b10 1 6
82 b12 4 3
83 b12 4 3
83 b10 1 6
83 b6 1 4
83 b4 5 1
83 b1 1 1
81 b11 4 6
81 b10 2 6
81 b7 3 5
81 b9 4 4
81 b3 2 1
81 b2 2 2
81 r 3 3
81 b8 4 1
81 b5 6 5
82 b5 6 5
82 b8 4 1
82 r 3 3
82 b2 2 2
82 b3 2 1
82 b9 4 4
82 b7 3 5
82 b11 4 6
84 b1 1 1
84 b4 5 1
84 b6 1 4
84 b10 1 6
84 b12 4 3
83 b7 4 5
85 b12 4 3
85 b10 1 6
85 b6 1 4
85 b4 5 1
85 b1 1 1
83 b11 4 6
83 b9 4 4
83 b3 2 1
83 b2 2 2
83 r 3 3
83 b8 4 1
83 b5 6 5
84 b5 6 5
84 b8 4 1
84 b2 2 2
84 b3 2 1
84 b9 4 4
84 b11 4 6
84 b7 4 5
84 r 3 4
85 b7 4 5
85 b11 4 6
85 b9 4 4
85 b3 2 1
85 b2 2 2
85 b8 4 1
85 b5 6 5
85 r 3 5
